"Date and Time","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2025-05-06 03:00:00",7.6,3.5
"2025-05-06 04:00:00",6.22,2.9
"2025-05-06 05:00:00",6.27,2.87
"2025-05-06 06:00:00",6.3,2.98
"2025-05-06 07:00:00",7.3,3.05
"2025-05-06 08:00:00",12.87,4.21
"2025-05-06 09:00:00",22.93,5.55
"2025-05-06 10:00:00",18.23,4.8
"2025-05-06 11:00:00",13.88,3.93
"2025-05-06 12:00:00",10.63,3.85
"2025-05-06 13:00:00",8.75,3.37
"2025-05-06 14:00:00",8.87,3.18
"2025-05-06 15:00:00",8.15,3.06
"2025-05-06 16:00:00",7.87,2.65
"2025-05-06 17:00:00",6.97,2.41
"2025-05-06 18:00:00",7.15,2.66
"2025-05-06 19:00:00",9.18,2.81
"2025-05-06 20:00:00",7.38,2.77
"2025-05-06 21:00:00",7.45,2.71
"2025-05-06 22:00:00",8.48,3.06
"2025-05-06 23:00:00",8.17,2.93
"2025-05-07 00:00:00",7.3,2.84
"2025-05-07 01:00:00",8.2,3.18
"2025-05-07 02:00:00",8.85,3.27
"2025-05-07 03:00:00",6.45,2.6
"2025-05-07 04:00:00",6.25,2.42
"2025-05-07 05:00:00",5.65,2.29
"2025-05-07 06:00:00",8.07,3.02
"2025-05-07 07:00:00",8.97,3.38
"2025-05-07 08:00:00",12.6,4.15
"2025-05-07 09:00:00",73.72,7.41
"2025-05-07 10:00:00",12.8,3.84
"2025-05-07 11:00:00",14.03,3.46
"2025-05-07 12:00:00",11.5,3.5
"2025-05-07 13:00:00",10.45,3.4
"2025-05-07 14:00:00",8.97,3.05
"2025-05-07 15:00:00",9.33,2.89
"2025-05-07 16:00:00",11.65,3.14
"2025-05-07 17:00:00",8.33,2.98
"2025-05-07 18:00:00",11.18,3.91
"2025-05-07 19:00:00",9.97,3.37
"2025-05-07 20:00:00",10.02,3.09
"2025-05-07 21:00:00",8.45,2.64
"2025-05-07 22:00:00",8.5,2.68
"2025-05-07 23:00:00",10.33,3.18
